symbol,t_score
TAIIND,12
TAINWALCHM,88
TAJGVK,50
TAKE,12
TALBROAUTO,75
TALBROSENG,12
TALWALKARS,
TALWGYM,
TAMBOLIIN,0
TANAA,75
TANFACIND,50
TANLA,38
TANVI,
TAPARIA,50
TAPIFRUIT,62.5
TARACHAND,0
TARAI,38
TARAPUR,75
TARC,75
TARINI,
TARMAT,25
TARSONS,50
TASHIND,-1
TASTYBITE,12
TATACHEM,62
TATACOFFEE,
TATACOMM,62
TATACONSUM,38
TATAELXSI,38
TATAINVEST,38
TATAMETALI,
TATAMOTORS,38
TATAPOWER,50
TATASTEEL,75
TATASTLLP,
TATATECH,17
TATAYODOGA,50
TATIAGLOB,62
TATVA,50
TAVERNIER,75
TBI,-1
TBOTEK,75
TBZ,88
TCC,83
TCFCFINQ,62
TCI,62
TCIEXP,25
TCIFINANCE,100
TCIIND,75
TCL,0
TCLCONS,75
TCMLMTD,12
TCNSBRANDS,75
TCPLPACK,75
TCS,50
TDPOWERSYS,75
TDSL,12
TEAMLEASE,25
TECHCON,-1
TECHIN,12
TECHKGREEN,
TECHLABS,0
TECHM,100
TECHNOE,100
TECHNOFAB,
TECHNOPACK,
TECHNVISN,50
TECHTREK,
TECILCHEM,75
TEEAI,62
TEEM,
TEGA,75
TEJASNET,75
TEJASSVI,8
TEJINFOWAY,
TEJNAKSH,0
TELECABL,
TELECANOR,
TELESYS,38
TELOGICA,25
TEMBO,62
TERAI,88
TERASOFT,62
TERRAFORM,
TERRAREAL,
TERRASCOPE,
TEXELIN,12
TEXINFRA,75
TEXMOPIPES,25
TEXPI,
TEXRAIL,75
TFCILTD,75
TFL,100
TFLL,
TFSL,-1
TGBHOTELS,88
TGIF,
TGL,100
TGVSL,12
THACKER,75
THAKDEV,12
THAKKERS,-1
THAKRAL,75
THAMBBI,
THANGAMAYL,100
THEINVEST,50
THEJO,75
THEMISMED,62
THERMAX,62
THINKINK,25
THIRDFIN,38
THIRUSUGAR,
THOMASCOOK,100
THOMASCOTT,88
THYROCARE,50
TI,62
TIAANC,0
TIDEWATER,75
TIERRA,38
TIGERLOGS,0
TIGLOB,50
TIHIL,0
TIIL,75
TIINDIA,75
TIJARIA,12
TIL,100
TILAK,25
TIMESCAN,0
TIMESGREEN,
TIMESGTY,75
TIMETECHNO,75
TIMEX,75
TIMKEN,75
TINNARUBR,100
TINNATFL,100
TINPLATE,
TIPSFILMS,12
TIPSINDLTD,62
TIRIN,
TIRSARJ,25
TIRTPLS,50
TIRUFIN,
TIRUFOAM,100
TIRUMALCHM,75
TIRUPATI,75
TIRUPATIFL,75
TIRUSTA,100
TITAANIUM,
TITAGARH,75
TITAN,38
TITANBIO,75
TITANIN,0
TITANSEC,75
TLL,
TMB,38
TMTIND-B1,-1
TNPETRO,88
TNPL,62
TNSTLTU,0
TNTELE,38
TOKYOFIN,25
TOKYOPLAST,88
TORNTPHARM,75
TORNTPOWER,62
TOTAL,50
TOTEM,-1
TOUCHWOOD,12
TOYAMAQ,
TOYAMSL,0
TPHQ,88
TPINDIA,
TPLPLASTEH,75
TPROJECT,0
TRABI,75
TRACXN,50
TRADEWELL,75
TRADWIN,
TRANOCE,-1
TRANSCHEM,38
TRANSCOR,62
TRANSFD,75
TRANSFRE,75
TRANSPACT,8.33
TRANSPEK,38
TRANSTEEL,0
TRANSVOY,
TRANSWIND,50
TRANWAY,37.5
TREEHOUSE,50
TREJHARA,88
TREL,8
TRENDELEC,
TRENT,100
TRESCON,62
TRF,50
TRIBHSG,
TRICOMFRU,0
TRIDENT,25
TRIDETOOL,
TRIDHYA,0
TRIGYN,75
TRIL,62
TRILIANCE,-1
TRILOGIC,
TRIMURTHI,75
TRINITYLEA,62
TRIOMERC,62
TRIPR,-1
TRISHAKT,12
TRITON,75
TRITONV,100
TRITRADE,
TRITURBINE,62
TRIUMPIN,
TRIVENI,75
TRIVENIENT,0
TRIVENIGQ,38
TRL,
TROMBOEXT,
TRU,0
TRUST,8.33
TSL,
TSPIRITUAL,25
TTFL,12
TTIENT,50
TTIL,25
TTKHLTCARE,38
TTKPRESTIG,75
TTL,75
TTLEL,
TTML,25
TULASEEBIOE,0
TULIPSTA,
TULIVE,62
TULSI,
TULSYAN,0
TUNITEX,62
TUTIALKA,50
TV18BRDCST,0
TVOLCON,
TVSELECT,38
TVSHLTD,100
TVSMOTOR,75
TVSSCS,33
TVSSRICHAK,62
TVTODAY,62
TVVISION,62
TWINSTAR,
TWIROST,
TYCHE,12
TYROON,88
UBL,75
UCAL,75
UCIL,100
UCL,12.5
UCOBANK,38
UDAICEMENT,75
UDAYJEW,0
UDL,
UDS,33
UEL,-1
UFLEX,75
UFMINDL,
UFO,38
UGARSUGAR,25
UGROCAP,62
UHZAVERI,0
UJJIVAN,
UJJIVANSFB,12
ULTRACAB,0
ULTRACEMCO,75
ULTRAMAR,75
UMA,25
UMAEXPORTS,38
UMANGDAIRY,62
UMESLTD,50
UMIYA,75
UNIABEXAL,38
UNIAUTO,0
UNICHEMLAB,38
UNICK,75
UNIDT,25
UNIENTER,100
UNIHEALTH,0
UNIIN,
UNIINFO,50
UNIJOLL,-1
UNIMERQ,
UNIOFFICE,62
UNIONBANK,38
UNIONBE,
UNIPARTS,38
UNIPLY,
UNIQUEO,38
UNIROYAL,75
UNISH,
UNISHIRE,
UNISON,75
UNISTRMU,25
UNITDCR,62
UNITDSPR,100
UNITECH,38
UNITEDINT,50
UNITEDPOLY,25
UNITEDTE,38
UNITEDTEA,75
UNITINT,12
UNITY,
UNIVAFOODS,75
UNIVARTS,75
UNIVASTU,50
UNIVCABLES,75
UNIVPHOTO,62
UNIVSTAR,62
UNIWORTH,75
UNIWORTHT,
UNIWSEC,-1
UNJHAFOR,75
UNOMINDA,75
UNQTYMI,12
UNRYLMA,62
UNTTEMI,12
UPHOT,38
UPL,88
UPROTECH,
UPSURGE,88
URAVI,75
URBAN,0
URJA,62
URSUGAR,25
USASEEDS,0
USGTECH,25
USHAKIRA,62
USHAMART,75
USHDI,
USK,100
UTIAMC,75
UTIQUE,25
UTKARSHBNK,17
UTLINDS,62
UTTAMSUGAR,25
UVDRHOR,0
UWCSL,12.5
UYFINCORP,0
V2RETAIL,100
VAARAD,25
VADIDAI,
VADILALIND,38
VADILENT,75
VAGHANI,75
VAIBHAVGBL,0
VAICC,
VAISHALI,88
VAISHNAVI,
VAKRANGEE,38
VALECHAENG,
VALENCIA,
VALIANT,100
VALIANTLAB,8
VALIANTORG,38
VALLABH,
VALLABHSQ,62
VALLEY,-1
VALSONQ,12
VALUEIND,
VAMA,100
VAMSHIRU,50
VANDANA,75
VANICOM,0
VANTABIO,
VAPIENTER,25
VARDHACRLC,38
VARDHANCFL,
VARDHMAN,38
VARDMNPOLY,50
VARIMAN,0
VARROC,75
VARUNME,-1
VARUNSHIP,
VARYAA,
VASA,0
VASCONEQ,62
VASINFRA,0
VASUDHAGAM,75
VASUPRADA,62
VASWANI,25
VAXHS,62
VBDESAI,75
VBIND,25
VBL,75
VCL,12
VCU,12
VEDANTASSET,
VEDAVAAG,12
VEDL,75
VEEFIN,
VEEKAYEM,62.5
VEERENRGY,
VEERHEALTH,50
VEERKRUPA,
VEL,12
VELHO,50
VELJAN,38
VELOXIND,-1
VELS,0
VENKEYS,62
VENLONENT,62
VENMAX,
VENTURA,75
VENUSPIPES,75
VENUSREM,88
VENUSUNI,
VERA,0
VERANDA,50
VERITAAS,-1
VERITAS,75
VERTEX,75
VERTEXPLUS,
VERTICLIND,
VERTOZ,75
VESUVIUS,75
VETO,88
VGCL,0
VGIL,
VGPRFOO,
VGUARD,75
VHL,100
VHLTD,-1
VIAANINDUS,
VIAZ,62.5
VICTENT,
VICTMILL,25
VIDEOIND,
VIDHIING,38
VIDLI,25
VIJAYA,50
VIJAYTX,0
VIJIFIN,75
VIJSOLX,75
VIKALPS,62
VIKASECO,50
VIKASLIFE,50
VIKASPROP,
VIKASWSP,
VIKRAMTH,50
VIKSHEN,-1
VILAS,-1
VILINBIO,0
VIMTALABS,25
VINATIORGA,100
VINAYAKPOL,0
VINCOFE,75
VINDHYATEL,62
VINEETLAB,38
VINNY,50
VINRKLB,
VINSYS,0
VINTAGES,12
VINTRON,62
VINVANI,
VINYAS,0
VINYLINDIA,50
VINYOFL,12
VIPCLOTHNG,50
VIPIND,0
VIPPYSP,62
VIPULLTD,75
VIPULORG,50
VIRAT,25
VIRATCRA,62
VIRGOGLOB,50
VIRINCHI,12
VIRPOLY,
VIRTUALG,38
VIRTUALS,75
VIRYA,17
VISAGAR,0
VISAKAIND,62
VISASTEEL,62
VISCO,0
VISESHINFO,0
VISHAL,
VISHALBL,0
VISHNU,100
VISHNUINFR,0
VISHWARAJ,62
VISHWAS,16.67
VISIONCINE,0
VISIONCO,
VISTAPH,0
VISTARAMAR,0
VISUINTL,
VISVEN,88
VITAL,12.5
VITESSE,
VIVAA,
VIVANTA,0
VIVANZA,0
VIVIANA,62.5
VIVIDHA,12
VIVIDIND,75
VIVIDM,38
VIVIMEDLAB,
VIVO,0
VIVOBIOT,25
VJLAXMIE,62
VJTFEDU,50
VKAL,75
VKJINFRA,62
VLEGOV,33
VLL,67
VLSFINANCE,75
VMARCIND,37.5
VMART,100
VMS,62
VOEPL,
VOITHPAPR,25
VOLLF,75
VOLTAMP,50
VOLTAS,75
VPL,
VPRPL,50
VR,0
VRFILMS,
VRL,62
VRLLOG,25
VRUDDHI,
VRWODAR,12
VSCL,
VSDCONF,
VSFPROJ,25
VSL,12
VSSL,100
VSTIND,50
VSTL,17
VSTTILLERS,75
VTL,75
VTMLTD,38
VUENOW,75
VXLINSTR,25
WAA,
WAAREE,
WAAREERTL,12
WABAG,75
WAGEND,50
WALCHANNAG,62
WALCHPF,88
WALLFORT,38
WALPAR,12.5
WANBURY,62
WARDINMOBI,50
WARDWIZFBL,0
WARNER,
WARRENTEA,62
WATERBASE,
WATSSOFT,
WEALTH,88
WEBELSOLAR,38
WEBSL,
WEIZMANIND,50
WEL,25
WELCORP,25
WELCURE,38
WELENT,50
WELINV,88
WELLNESS,
WELSPLSOL,75
WELSPUNLIV,62
WELTI,50
WENDT,75
WEPSOLN,38
WESTLEIRES,62
WESTLIFE,75
WEWIN,25
WHBRADY,75
WHEELS,75
WHIRLPOOL,75
WHITEORG,12
WHITHAL,-1
WILLAMAGOR,50
WILLARD,
WILLIMFI,75
WIMPLAST,50
WINDLAS,75
WINDMACHIN,100
WINPRO,
WINROC,-1
WINSOL,50
WINSOMBR,100
WINSOME,50
WINSOMEDJ,
WINSOMTX,50
WIPL,38
WIPRO,62
WIREFABR,25
WISEC,
WITS,67
WMINIMT,-1
WOCKPHARMA,75
WOMANCART,0
WOMENNET,50
WOMENSNEXT,
WONDERLA,50
WOODSVILA,50
WORL,0
WORTH,100
WORTH,100
WPIL,75
WSFX,38
WSI,38
WSTCSTPAPR,62
WTICAB,0
WWALUM,100
WWTECHHOL,
XCHANGING,38
XCLGLASS,
XELPMOC,25
XOINFO,
XPROINDIA,12
XTGLOBAL,50
YAANENT,50
YAARI,0
YAMNINV,38
YANTRA,
YARNSYN,62
YASHCHEM,12
YASHINNO,0
YASHMGM,38
YASHO,67
YASHOPTICS,33.33
YASHRAJC,0
YASTF,0
YATHARTH,50
YATRA,8
YCCL,0
YESBANK,50
YOGI,38
YOGISUNG,100
YORKEXP,25
YSL,100
YUDIZ,0
YUG,
YUKEN,62
YUNIKM,0
YURANUS,100
YUVRAAJHPL,75
ZAGGLE,33
ZARCOLEA,
ZARDIINV,
ZBINTXPP,100
ZDHJERK,25
ZEAL,0
ZEAL,50
ZEEL,12
ZEELEARN,88
ZEEMEDIA,50
ZENIFIB,38
ZENITHCOMP,
ZENITHDRUG,0
ZENITHEXPO,100
ZENITHHE,0
ZENITHSTL,62
ZENLABS,12
ZENOTECH,25
ZENSARTECH,100
ZENTEC,75
ZEXDONTR,
ZFCVINDIA,50
ZFSTEERING,62
ZGAEKWAR,17
ZGOLDINV,-1
ZHEMHOLD,-1
ZHINDHSG,-1
ZHINUDYP,-1
ZICOM,
ZIMLAB,12
ZINEMA,
ZJEETMAC,
ZKHANDEN,62
ZKOVALIN,75
ZMANSOON,
ZMILGFIN,12
ZMULTIPU,12
ZNEWSAGA,
ZNILKENG,
ZNIVITRD,
ZODIAC,50
ZODIACLOTH,100
ZODIACVEN,12
ZODJRDMKJ,12
ZOMATO,75
ZOTA,62
ZPRBHSTE,
ZSANCHTR,
ZSANMCOM,-1
ZSARACOM,50
ZSARVAMA,-1
ZSATYASL,
ZSHERAPR,-1
ZSIYARPO,
ZSOUTGAS,-1
ZSPEEDCO,-1
ZSUBWAYF,
ZSVARAJT,38
ZSVTRADI,-1
ZSWASTSA,75
ZTECH,-1
ZUARI,62
ZUARIIND,75
ZWELCAST,75
ZYDUSLIFE,75
ZYDUSWELL,75
